CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
CPU 13,RAM 7,S 55,GPU 2,DT,DT,DT,Desktop,FRA,4078292.4
CPU 20,RAM 3,S 4,GPU 19,DT,DT,DT,Desktop,IND,3075949.66
CPU 25,RAM 15,S 41,GPU 28,12,QHD+,Non-Touch,Laptop,AUS,4576481.28
CPU 13,RAM 3,S 54,GPU 6,15,FHD,Non-Touch,Laptop,CHN,3662166.8664
CPU 25,RAM 15,S 23,GPU 35,15,HD,Non-Touch,Laptop,CHN,1269702.85176
CPU 1,RAM 3,S 70,GPU 32,15,QHD+,Non-Touch,Laptop,IND,11677431.276
CPU 22,RAM 3,S 52,GPU 3,17,FHD,Non-Touch,Laptop,AUS,12143991.4785
CPU 10,RAM 15,S 1,GPU 12,15,FHD,Non-Touch,Laptop,GER,2864385.454
CPU 10,RAM 13,S 41,GPU 12,15,FHD,Non-Touch,Laptop,FRA,1935726.8
CPU 20,RAM 3,S 16,GPU 19,15,FHD,Touch,Laptop,CAN,4393309.83
CPU 20,RAM 13,S 23,GPU 4,15,FHD,Non-Touch,Laptop,CHN,1805941.242
CPU 20,RAM 15,S 70,GPU 28,17,FHD,Non-Touch,Laptop,FRA,1787134.468
CPU 22,RAM 15,S 43,GPU 14,DT,DT,DT,Desktop,FRA,1895410.461
CPU 10,RAM 15,S 23,GPU 14,15,FHD,Non-Touch,Laptop,AUS,1974337.785
CPU 20,RAM 3,S 4,GPU 7,17,QHD,Non-Touch,Laptop,FRA,4536398.398
CPU 1,RAM 15,S 5,GPU 5,15,FHD,Non-Touch,Laptop,FRA,1831983.447
CPU 12,RAM 15,S 54,GPU 28,10,FHD,Non-Touch,Laptop,AUS,1910833.575
CPU 25,RAM 15,S 8,GPU 5,15,FHD,Non-Touch,Laptop,AUS,1620350.865
CPU 1,RAM 3,S 54,GPU 14,15,UHD,Non-Touch,Laptop,IND,6635678.434
CPU 2,RAM 15,S 40,GPU 10,13,FHD,Touch,Laptop,USA,2335238.136
CPU 20,RAM 15,S 41,GPU 5,13,QHD+,Touch,Laptop,USA,4667454.288
CPU 20,RAM 3,S 70,GPU 14,DT,DT,DT,Desktop,FRA,2380818.356
CPU 22,RAM 15,S 23,GPU 26,15,FHD,Non-Touch,Laptop,FRA,5403587.7
CPU 20,RAM 3,S 56,GPU 2,17,QHD,Non-Touch,Laptop,AUS,9098975.025
CPU 25,RAM 13,S 42,GPU 4,15,FHD,Non-Touch,Laptop,GER,1971787.636
CPU 20,RAM 15,S 54,GPU 28,14,QHD+,Non-Touch,Laptop,AUS,3574286.52
CPU 42,RAM 15,S 40,GPU 28,17,FHD,Non-Touch,Laptop,BRA,1532367.6165
CPU 20,RAM 1,S 23,GPU 19,DT,DT,DT,Desktop,FRA,2142734.356
CPU 13,RAM 7,S 52,GPU 7,15,FHD,Non-Touch,Laptop,BRA,5643925.53515
CPU 20,RAM 11,S 54,GPU 28,14,UHD,Non-Touch,Laptop,AUS,2273765.13
CPU 22,RAM 15,S 23,GPU 18,15,FHD,Non-Touch,Laptop,FRA,3688978.3
CPU 6,RAM 15,S 41,GPU 28,13,UHD,Touch,Laptop,CAN,3520019.23
CPU 20,RAM 7,S 52,GPU 3,DT,DT,DT,Desktop,BRA,6807645.48226
CPU 20,RAM 15,S 4,GPU 14,17,FHD,Non-Touch,Laptop,IND,2893235.982
CPU 20,RAM 15,S 23,GPU 28,15,UHD,Non-Touch,Laptop,GBR,2848035.799
CPU 25,RAM 15,S 4,GPU 14,15,FHD,Touch,Laptop,IND,2564640.792
CPU 25,RAM 3,S 54,GPU 28,13,UHD,Non-Touch,Laptop,IND,5067427.4
CPU 22,RAM 3,S 16,GPU 17,DT,DT,DT,Desktop,GBR,3472961.303
CPU 22,RAM 15,S 56,GPU 18,15,FHD,Non-Touch,Laptop,CAN,4119850.3073
CPU 25,RAM 15,S 23,GPU 14,15,FHD,Non-Touch,Laptop,IND,2425003.84
CPU 22,RAM 15,S 56,GPU 18,17,FHD,Non-Touch,Laptop,IND,4103644.818
CPU 44,RAM 13,S 39,GPU 28,13,HD+,Non-Touch,Laptop,GER,670426.722
CPU 12,RAM 3,S 41,GPU 10,15,FHD,Touch,Laptop,FRA,1914506.244
CPU 20,RAM 3,S 39,GPU 18,15,FHD,Non-Touch,Laptop,CHN,6203332.8
CPU 25,RAM 3,S 4,GPU 28,15,HD+,Non-Touch,Laptop,AUS,1957713.66
CPU 20,RAM 3,S 54,GPU 28,14,FHD,Non-Touch,Laptop,IND,4721436.65
CPU 25,RAM 3,S 4,GPU 7,15,FHD,Non-Touch,Laptop,FRA,3424462.188
CPU 20,RAM 3,S 56,GPU 5,27,UHD,Non-Touch,Desktop,BRA,4748442.81604
CPU 25,RAM 15,S 70,GPU 7,DT,DT,DT,Desktop,FRA,3122097.167
CPU 20,RAM 15,S 70,GPU 35,15,HD+,Non-Touch,Laptop,CHN,1429770.26808
CPU 13,RAM 7,S 52,GPU 25,17,FHD,Non-Touch,Laptop,CAN,8236116.98
CPU 42,RAM 13,S 39,GPU 28,14,FHD,Non-Touch,Laptop,AUS,1146639.795
CPU 20,RAM 15,S 4,GPU 28,14,FHD,Touch,Laptop,IND,2243106.25
CPU 20,RAM 15,S 41,GPU 28,13,FHD,Non-Touch,0,IND,3088976.506
CPU 20,RAM 15,S 56,GPU 7,17,FHD,Non-Touch,Laptop,IND,3866817.402
CPU 1,RAM 15,S 4,GPU 19,15,FHD,Non-Touch,Laptop,AUS,4269391.56
CPU 20,RAM 5,S 23,GPU 19,DT,DT,DT,Desktop,FRA,1901885.139
CPU 22,RAM 15,S 54,GPU 14,DT,DT,DT,Desktop,FRA,2086366.653
CPU 25,RAM 15,S 54,GPU 5,15,FHD,Touch,Laptop,IND,2578668.75
CPU 6,RAM 15,S 23,GPU 5,15,FHD,Non-Touch,Laptop,CAN,2107807.7202
CPU 25,RAM 15,S 56,GPU 28,13,FHD,Non-Touch,Laptop,IND,2584444.968
CPU 22,RAM 15,S 23,GPU 18,17,FHD,Non-Touch,Laptop,GBR,6726962.844
CPU 22,RAM 15,S 52,GPU 26,17,FHD,Non-Touch,Laptop,AUS,4102546.77
CPU 20,RAM 15,S 41,GPU 28,14,FHD,Touch,Laptop,AUS,1512910.035
CPU 13,RAM 3,S 56,GPU 22,14,FHD,Non-Touch,Laptop,CAN,3528648.3232
CPU 20,RAM 7,S 12,GPU 5,DT,DT,DT,Desktop,FRA,3292703.4
CPU 1,RAM 7,S 70,GPU 26,15,FHD,Non-Touch,Laptop,FRA,5807441.927
CPU 25,RAM 15,S 41,GPU 5,17,FHD,Non-Touch,Laptop,IND,2326484.342
CPU 20,RAM 3,S 56,GPU 14,15,FHD,Non-Touch,Laptop,IND,3361627.542
CPU 25,RAM 15,S 54,GPU 28,14,UHD,Touch,Laptop,FRA,1869468.006
CPU 20,RAM 3,S 23,GPU 28,14,FHD,Touch,Laptop,CHN,5530140
CPU 2,RAM 13,S 40,GPU 10,13,FHD,Touch,Laptop,IND,1292989.838
CPU 25,RAM 7,S 4,GPU 19,15,FHD,Non-Touch,Laptop,FRA,3030320.041
CPU 19,RAM 7,S 76,GPU 11,DT,DT,DT,0,IND,15438832.08
CPU 20,RAM 3,S 54,GPU 28,13,QHD,Touch,Laptop,IND,6537599.00402
CPU 25,RAM 15,S 70,GPU 28,13,FHD,Touch,Laptop,FRA,4182827.985
CPU 20,RAM 3,S 31,GPU 11,DT,DT,DT,Desktop,FRA,5275178.02
CPU 25,RAM 3,S 23,GPU 28,13,FHD,Non-Touch,Laptop,FRA,5720237.999
CPU 20,RAM 3,S 54,GPU 10,15,UHD,Touch,Laptop,GBR,6539498.014
CPU 25,RAM 11,S 54,GPU 28,13,FHD,Touch,Laptop,FRA,2314492.957
CPU 20,RAM 3,S 56,GPU 28,17,FHD,Touch,Laptop,FRA,2676413.355
CPU 2,RAM 13,S 23,GPU 10,15,FHD,Non-Touch,Laptop,CAN,1086058.61
CPU 42,RAM 13,S 23,GPU 28,23,FHD,Non-Touch,Desktop,CHN,1472031.54
CPU 25,RAM 15,S 23,GPU 28,15,FHD,Touch,Laptop,IND,2212519.47
CPU 25,RAM 3,S 4,GPU 7,DT,DT,DT,Desktop,BRA,4811357.71305
CPU 25,RAM 15,S 16,GPU 28,15,FHD,Non-Touch,Laptop,AUS,1822836.015
CPU 20,RAM 15,S 41,GPU 12,15,FHD,Non-Touch,Laptop,FRA,1982295
CPU 10,RAM 3,S 56,GPU 12,17,FHD,Non-Touch,Laptop,BRA,3125356.68935
CPU 20,RAM 15,S 5,GPU 7,DT,DT,DT,Desktop,FRA,3086731.536
CPU 20,RAM 3,S 16,GPU 4,23,FHD,Touch,Desktop,CAN,3727129.77
CPU 20,RAM 3,S 39,GPU 14,17,FHD,Non-Touch,Laptop,CHN,5326902
CPU 12,RAM 15,S 41,GPU 10,14,FHD,Non-Touch,Laptop,IND,1834361.802
CPU 1,RAM 15,S 41,GPU 14,15,FHD,Non-Touch,Laptop,FRA,2104037.852
CPU 20,RAM 1,S 23,GPU 17,DT,DT,DT,Desktop,FRA,2015445.852
CPU 25,RAM 15,S 4,GPU 5,DT,DT,DT,Laptop,IND,2137721.04
CPU 20,RAM 3,S 23,GPU 29,14,FHD,Non-Touch,Laptop,IND,5358372.684
CPU 42,RAM 15,S 39,GPU 28,15,HD+,Non-Touch,Laptop,AUS,1330227.36
CPU 20,RAM 7,S 41,GPU 4,15,FHD,Non-Touch,Laptop,USA,1787787.9432
CPU 25,RAM 7,S 4,GPU 28,15,FHD,Touch,Laptop,FRA,1261416.1
CPU 1,RAM 3,S 52,GPU 3,15,FHD,Touch,Laptop,CAN,8653944.39
CPU 20,RAM 13,S 40,GPU 28,14,FHD,Non-Touch,Laptop,AUS,970976.16
CPU 25,RAM 3,S 5,GPU 28,14,FHD,Non-Touch,Laptop,GER,2360140.86
CPU 44,RAM 13,S 41,GPU 28,14,FHD,Non-Touch,Laptop,AUS,1032803.73
CPU 12,RAM 15,S 54,GPU 10,10,FHD,Touch,Laptop,CAN,3027959.48
CPU 20,RAM 15,S 46,GPU 28,13,FHD,Non-Touch,Laptop,CAN,2585878.75
CPU 25,RAM 15,S 53,GPU 5,17,FHD,Non-Touch,Laptop,FRA,2198173.796
CPU 19,RAM 3,S 70,GPU 11,DT,DT,DT,Desktop,AUS,16642167.15
CPU 25,RAM 15,S 4,GPU 28,14,HD+,Non-Touch,Laptop,AUS,1466978.52
CPU 20,RAM 3,S 16,GPU 2,DT,DT,DT,Desktop,IND,6025894.672
CPU 6,RAM 3,S 40,GPU 28,13,QHD+,Non-Touch,Laptop,IND,4305045.92
CPU 6,RAM 15,S 56,GPU 28,17,FHD,Non-Touch,Laptop,IND,2096737.398
CPU 21,RAM 15,S 41,GPU 28,13,HD+,Non-Touch,Laptop,IND,3595924.92
CPU 2,RAM 15,S 23,GPU 10,DT,DT,DT,Desktop,FRA,912637.74
CPU 20,RAM 13,S 40,GPU 28,15,FHD,Non-Touch,Laptop,AUS,967033.62
CPU 22,RAM 3,S 52,GPU 17,15,FHD,Non-Touch,Laptop,IND,4206665.19
CPU 1,RAM 7,S 10,GPU 3,17,FHD,Non-Touch,Laptop,FRA,9801411.9
CPU 42,RAM 15,S 4,GPU 28,17,FHD,Non-Touch,Laptop,BRA,1581462.88965
CPU 22,RAM 15,S 23,GPU 19,15,UHD,Non-Touch,Laptop,FRA,2561487.726
CPU 20,RAM 3,S 54,GPU 10,15,FHD,Touch,Laptop,IND,5648285.468
CPU 19,RAM 7,S 55,GPU 3,DT,DT,DT,Desktop,USA,11228003.72568
CPU 20,RAM 15,S 4,GPU 14,17,FHD,Touch,Laptop,FRA,2201898.3
CPU 25,RAM 16,S 54,GPU 5,17,FHD,Non-Touch,Laptop,FRA,2051117.705
CPU 20,RAM 3,S 47,GPU 19,15,FHD,Non-Touch,Laptop,CHN,5998293
CPU 25,RAM 13,S 23,GPU 28,23,FHD,Non-Touch,Desktop,AUS,1894345.7442
CPU 20,RAM 7,S 67,GPU 7,15,FHD,Non-Touch,Laptop,AUS,8389164.42
CPU 12,RAM 15,S 43,GPU 18,DT,DT,DT,Desktop,FRA,1924571.621
CPU 20,RAM 15,S 56,GPU 26,15,FHD,Non-Touch,Laptop,IND,5674911.578
CPU 20,RAM 15,S 23,GPU 10,15,FHD,Non-Touch,Laptop,FRA,1093306.2
CPU 13,RAM 15,S 41,GPU 28,12,UHD,Touch,Laptop,AUS,4162368
CPU 20,RAM 16,S 56,GPU 28,15,FHD,Non-Touch,Laptop,AUS,1844777.025
CPU 20,RAM 15,S 4,GPU 5,15,FHD,Non-Touch,Laptop,IND,2485696.668
CPU 20,RAM 7,S 26,GPU 2,17,FHD,Non-Touch,Laptop,FRA,7839977.6
CPU 20,RAM 13,S 41,GPU 35,14,FHD,Non-Touch,Laptop,AUS,1845354.42
CPU 20,RAM 15,S 23,GPU 7,15,FHD,Touch,Laptop,BRA,3956603.63637
CPU 20,RAM 15,S 5,GPU 18,17,FHD,Non-Touch,Laptop,FRA,4377532.551
CPU 25,RAM 15,S 70,GPU 35,DT,DT,DT,Desktop,USA,1932134.4
CPU 25,RAM 15,S 41,GPU 5,15,FHD,Touch,Laptop,IND,3438881.67
CPU 22,RAM 3,S 11,GPU 17,DT,DT,DT,Desktop,FRA,3323465.544
CPU 12,RAM 15,S 23,GPU 26,DT,DT,DT,Desktop,FRA,2857762.586
CPU 10,RAM 15,S 52,GPU 14,15,FHD,Non-Touch,Laptop,AUS,2051185.185
CPU 12,RAM 3,S 56,GPU 33,DT,DT,DT,Desktop,IND,2650458.888
CPU 10,RAM 15,S 4,GPU 5,15,FHD,Non-Touch,Laptop,FRA,1912307.502
CPU 25,RAM 15,S 57,GPU 14,DT,DT,DT,Desktop,CAN,2194208.2435
CPU 10,RAM 3,S 41,GPU 5,15,FHD,Non-Touch,Laptop,AUS,2223163.11
CPU 20,RAM 3,S 54,GPU 28,13,UHD,Touch,Laptop,AUS,4484301.36
CPU 25,RAM 15,S 23,GPU 28,21,UHD,Touch,Desktop,FRA,1347757.537
CPU 6,RAM 15,S 4,GPU 19,15,FHD,Non-Touch,Laptop,FRA,2248249.5
CPU 13,RAM 15,S 4,GPU 1,17,FHD,Non-Touch,Laptop,IND,2626378.51
CPU 20,RAM 7,S 54,GPU 7,15,FHD,Non-Touch,Laptop,AUS,8449537.005
CPU 6,RAM 15,S 4,GPU 32,15,FHD,Non-Touch,Laptop,IND,2654584.758
CPU 25,RAM 3,S 40,GPU 14,15,FHD,Non-Touch,Laptop,BRA,3070952.157
CPU 14,RAM 13,S 23,GPU 4,15,HD+,Non-Touch,Laptop,GER,1143194.5
CPU 22,RAM 1,S 52,GPU 17,DT,DT,DT,Desktop,AUS,3385911.375
CPU 20,RAM 7,S 70,GPU 3,17,FHD,Non-Touch,Laptop,FRA,7113307.418
CPU 25,RAM 16,S 23,GPU 33,DT,DT,DT,Desktop,FRA,1692052.439
CPU 20,RAM 3,S 56,GPU 28,13,FHD,Non-Touch,Laptop,GER,2843252.048
CPU 20,RAM 3,S 46,GPU 19,15,UHD,Touch,Laptop,CHN,9259034.4
CPU 20,RAM 7,S 59,GPU 7,17,FHD,Non-Touch,Laptop,FRA,4673664.1
CPU 10,RAM 7,S 23,GPU 5,DT,DT,DT,Desktop,GBR,2187766.742
CPU 25,RAM 3,S 70,GPU 28,DT,DT,DT,Desktop,FRA,2057487.39
CPU 19,RAM 3,S 76,GPU 3,DT,DT,DT,Desktop,IND,13831860.644
CPU 22,RAM 2,S 74,GPU 28,DT,DT,DT,Desktop,FRA,6008651.411
CPU 20,RAM 3,S 70,GPU 28,13,UHD,Non-Touch,Laptop,CHN,7077067.2
CPU 25,RAM 15,S 41,GPU 28,14,HD+,Non-Touch,Laptop,AUS,1526780.64
CPU 20,RAM 3,S 53,GPU 26,17,FHD,Non-Touch,Laptop,FRA,5652477.39
CPU 20,RAM 3,S 54,GPU 28,14,FHD,Touch,Laptop,IND,5688985.792
CPU 19,RAM 3,S 56,GPU 2,DT,DT,DT,Desktop,IND,12029255.238
CPU 19,RAM 3,S 49,GPU 3,DT,DT,DT,Desktop,AUS,13603459.905
CPU 5,RAM 15,S 23,GPU 28,12,HD+,Non-Touch,Laptop,AUS,1937603.01
CPU 25,RAM 15,S 41,GPU 5,DT,DT,DT,Desktop,FRA,2229130.869
CPU 42,RAM 13,S 40,GPU 28,15,FHD,Non-Touch,Laptop,IND,1151138.38
CPU 22,RAM 3,S 56,GPU 18,15,FHD,Non-Touch,Laptop,AUS,4423972.56
CPU 12,RAM 3,S 17,GPU 3,DT,DT,DT,Desktop,FRA,4729565.127
CPU 20,RAM 3,S 66,GPU 7,17,FHD,Non-Touch,Laptop,FRA,3628777.32
CPU 25,RAM 3,S 56,GPU 5,DT,DT,DT,Desktop,IND,3479654.682
CPU 20,RAM 3,S 23,GPU 28,13,FHD+,Touch,Laptop,FRA,6136446.4
CPU 20,RAM 13,S 56,GPU 29,13,FHD,Touch,Laptop,FRA,2719332
CPU 20,RAM 15,S 16,GPU 5,15,FHD,Non-Touch,Laptop,FRA,2205369.264
CPU 20,RAM 3,S 23,GPU 28,13,FHD,Touch,Laptop,IND,5089362.656
CPU 22,RAM 3,S 56,GPU 12,17,FHD,Non-Touch,Laptop,BRA,3711489.77955
CPU 13,RAM 3,S 16,GPU 1,15,FHD,Non-Touch,Laptop,IND,3483946.578
CPU 12,RAM 16,S 70,GPU 10,15,HD+,Non-Touch,Laptop,USA,2292250.71096
CPU 25,RAM 15,S 23,GPU 28,17,HD+,Non-Touch,Laptop,FRA,1420036.8
CPU 22,RAM 3,S 56,GPU 18,DT,DT,DT,Desktop,IND,4826443.552
CPU 20,RAM 3,S 47,GPU 14,17,FHD,Non-Touch,Laptop,CHN,5079362.4
CPU 12,RAM 15,S 41,GPU 28,15,FHD,Touch,Laptop,FRA,1813389.795
CPU 22,RAM 3,S 31,GPU 9,DT,DT,DT,Desktop,FRA,3412477.25
CPU 10,RAM 15,S 56,GPU 28,DT,DT,DT,Desktop,AUS,1846943.91
CPU 2,RAM 13,S 23,GPU 28,DT,DT,DT,Desktop,CAN,1094675.4
CPU 26,RAM 13,S 40,GPU 28,15,HD+,Non-Touch,Laptop,USA,984148.0992
CPU 20,RAM 3,S 10,GPU 32,15,QHD+,Non-Touch,Laptop,IND,15341331.866
CPU 20,RAM 3,S 4,GPU 18,15,FHD,Non-Touch,Laptop,FRA,3649968.959
CPU 12,RAM 7,S 38,GPU 9,DT,DT,DT,Desktop,FRA,5244708.7
CPU 25,RAM 3,S 53,GPU 14,DT,DT,DT,Desktop,CAN,2468149.7022
CPU 1,RAM 7,S 56,GPU 2,17,QHD,Non-Touch,Laptop,CAN,8918880.2703
CPU 23,RAM 13,S 40,GPU 28,12,QHD+,Touch,Laptop,FRA,1597075.2
CPU 25,RAM 13,S 23,GPU 4,15,FHD,Non-Touch,Laptop,GER,1409592.8
CPU 20,RAM 15,S 43,GPU 14,DT,DT,DT,Desktop,FRA,2125492.145
CPU 42,RAM 13,S 39,GPU 28,DT,DT,DT,Desktop,GER,1317065.12
CPU 20,RAM 3,S 23,GPU 28,13,FHD,Non-Touch,Laptop,IND,3911688.2
CPU 40,RAM 13,S 23,GPU 28,15,FHD,Non-Touch,Laptop,CAN,1039382.7171
CPU 26,RAM 13,S 23,GPU 28,15,HD+,Non-Touch,Laptop,GBR,781206.755
CPU 22,RAM 3,S 41,GPU 18,17,FHD,Non-Touch,Laptop,USA,6582609.936
CPU 25,RAM 15,S 23,GPU 5,15,UHD,Non-Touch,Laptop,FRA,2154269.082
CPU 25,RAM 3,S 54,GPU 5,15,UHD,Touch,Laptop,FRA,3292863.7
CPU 20,RAM 3,S 39,GPU 29,15,FHD,Touch,Laptop,FRA,3111633.609
CPU 20,RAM 3,S 23,GPU 32,15,UHD,Non-Touch,Laptop,FRA,6527617.096
CPU 42,RAM 15,S 41,GPU 28,DT,DT,DT,Desktop,FRA,1492377.04
CPU 22,RAM 7,S 70,GPU 14,15,FHD,Non-Touch,Laptop,AUS,3099255.6
CPU 25,RAM 7,S 41,GPU 4,15,FHD,Non-Touch,Laptop,USA,1582908.894
CPU 20,RAM 15,S 52,GPU 19,15,FHD,Non-Touch,Laptop,FRA,2358982.5
CPU 20,RAM 3,S 70,GPU 5,15,FHD,Non-Touch,Laptop,AUS,2751496.02
CPU 22,RAM 3,S 56,GPU 26,17,FHD,Non-Touch,Desktop,AUS,9984210.705
CPU 25,RAM 15,S 23,GPU 35,15,FHD,Non-Touch,Laptop,GER,1798096.454
CPU 1,RAM 3,S 54,GPU 5,15,FHD,Non-Touch,Laptop,IND,6020020.16
CPU 25,RAM 3,S 54,GPU 28,13,FHD+,Touch,Laptop,AUS,5828639.88
CPU 20,RAM 7,S 16,GPU 7,DT,DT,DT,Desktop,FRA,3446077.026
CPU 20,RAM 15,S 52,GPU 5,15,FHD,Touch,Laptop,IND,3320891.7
CPU 20,RAM 15,S 23,GPU 28,13,FHD,Touch,Laptop,FRA,2485692.3
CPU 25,RAM 15,S 70,GPU 28,15,FHD,Non-Touch,Laptop,CAN,1643151.51
CPU 20,RAM 3,S 41,GPU 28,15,UHD,Non-Touch,Laptop,FRA,5057337.012
CPU 25,RAM 13,S 23,GPU 28,14,FHD,Touch,Laptop,GER,2159891.58
CPU 25,RAM 3,S 54,GPU 10,15,FHD,Touch,Laptop,IND,6705527.472
CPU 20,RAM 15,S 56,GPU 2,15,FHD,Non-Touch,Laptop,AUS,7594934.76
CPU 25,RAM 15,S 40,GPU 28,15,FHD,Touch,Laptop,FRA,1496471.977
CPU 20,RAM 2,S 59,GPU 5,DT,DT,DT,Desktop,FRA,4376055.6
CPU 6,RAM 13,S 23,GPU 28,15,HD,Non-Touch,Laptop,CHN,1534781.682
CPU 25,RAM 15,S 41,GPU 35,15,FHD,Non-Touch,Laptop,USA,2158516.09512
CPU 20,RAM 7,S 66,GPU 14,15,FHD,Non-Touch,Laptop,FRA,3273218.949
CPU 12,RAM 15,S 13,GPU 18,DT,DT,DT,Desktop,FRA,2607112.928
CPU 20,RAM 7,S 24,GPU 11,DT,DT,DT,Desktop,FRA,6325540.914
CPU 20,RAM 3,S 56,GPU 14,DT,DT,DT,Desktop,BRA,2883071.01411
CPU 12,RAM 15,S 41,GPU 10,15,HD+,Non-Touch,Laptop,FRA,1384296.928
CPU 25,RAM 15,S 41,GPU 28,13,HD+,Non-Touch,Laptop,IND,3729358.612
CPU 37,RAM 15,S 23,GPU 28,DT,DT,DT,Desktop,CAN,654990.6636
CPU 20,RAM 3,S 70,GPU 5,27,FHD,Non-Touch,Desktop,GBR,4499649.217
CPU 25,RAM 7,S 41,GPU 28,13,FHD,Non-Touch,Laptop,IND,1908798.444
CPU 25,RAM 15,S 23,GPU 20,14,FHD,Non-Touch,Laptop,AUS,2188556.055
CPU 22,RAM 7,S 54,GPU 18,17,FHD,Non-Touch,Laptop,FRA,5094296.844
CPU 20,RAM 15,S 5,GPU 19,17,FHD,Non-Touch,Laptop,FRA,3010256.844
CPU 20,RAM 15,S 23,GPU 28,15,HD,Non-Touch,Laptop,CHN,2182783.302
CPU 1,RAM 3,S 52,GPU 2,15,FHD,Non-Touch,Laptop,CAN,6178835.3172
CPU 25,RAM 15,S 16,GPU 28,DT,DT,DT,Desktop,IND,1909953.192
CPU 12,RAM 7,S 56,GPU 10,15,FHD,Touch,Laptop,FRA,1389979.5
CPU 20,RAM 13,S 40,GPU 14,DT,DT,DT,Desktop,FRA,1958433.323
CPU 25,RAM 15,S 23,GPU 28,21,FHD,Non-Touch,Desktop,GER,1557169.922
CPU 20,RAM 15,S 23,GPU 14,17,UHD,Non-Touch,Laptop,FRA,2949678.774
CPU 42,RAM 15,S 39,GPU 28,14,HD+,Non-Touch,Laptop,AUS,1321539.135
CPU 6,RAM 13,S 40,GPU 28,15,HD+,Non-Touch,Laptop,AUS,1252721.925
CPU 1,RAM 7,S 54,GPU 32,15,QHD+,Non-Touch,Laptop,IND,12439892.052
CPU 42,RAM 13,S 41,GPU 28,13,FHD,Non-Touch,Laptop,AUS,1394471.295
CPU 20,RAM 3,S 72,GPU 18,DT,DT,DT,Desktop,FRA,3021176.76
CPU 13,RAM 3,S 28,GPU 7,17,FHD,Non-Touch,Laptop,IND,4928975.758
CPU 20,RAM 3,S 23,GPU 7,17,QHD,Non-Touch,Laptop,IND,6127329.95
CPU 1,RAM 7,S 56,GPU 7,15,UHD,Non-Touch,Laptop,FRA,4959042.718
CPU 25,RAM 15,S 54,GPU 28,14,FHD+,Touch,Laptop,AUS,2094400.875
CPU 35,RAM 3,S 16,GPU 7,DT,DT,DT,Desktop,AUS,9329086.90035
CPU 20,RAM 3,S 3,GPU 18,DT,DT,DT,Desktop,FRA,2789616.753
CPU 20,RAM 3,S 49,GPU 28,15,UHD,Non-Touch,Laptop,AUS,5375566.98
CPU 22,RAM 3,S 54,GPU 3,17,FHD,Non-Touch,Laptop,AUS,12831805.35
CPU 12,RAM 15,S 54,GPU 17,17,FHD,Non-Touch,Laptop,CAN,3785569.7152
CPU 12,RAM 13,S 23,GPU 10,15,HD+,Touch,Laptop,AUS,1434941.64765
CPU 2,RAM 13,S 4,GPU 28,15,FHD,Non-Touch,Laptop,IND,1453309.004
CPU 10,RAM 15,S 52,GPU 5,15,FHD,Non-Touch,Laptop,AUS,1852445.7
CPU 25,RAM 3,S 7,GPU 28,13,HD+,Non-Touch,Laptop,BRA,6860107.5921
CPU 20,RAM 15,S 41,GPU 14,DT,DT,DT,Desktop,FRA,2112065.662
CPU 22,RAM 3,S 70,GPU 28,15,FHD,Non-Touch,Laptop,AUS,2902616.745
CPU 25,RAM 15,S 40,GPU 28,17,FHD,Non-Touch,Laptop,BRA,2036167.1316
CPU 20,RAM 15,S 23,GPU 26,DT,DT,DT,Desktop,FRA,3715170.634
CPU 19,RAM 15,S 70,GPU 3,DT,DT,DT,Desktop,GBR,10968504.813
CPU 7,RAM 13,S 40,GPU 28,14,HD+,Non-Touch,Laptop,AUS,841329.3
CPU 20,RAM 3,S 41,GPU 28,DT,DT,DT,Laptop,CAN,6286357.9415
CPU 6,RAM 15,S 70,GPU 21,DT,DT,DT,Desktop,FRA,1704289.664
CPU 20,RAM 15,S 4,GPU 7,15,FHD,Non-Touch,Laptop,AUS,3826856.88
CPU 20,RAM 7,S 46,GPU 19,17,FHD,Non-Touch,Laptop,CHN,7404566.4
CPU 42,RAM 15,S 39,GPU 28,14,FHD,Non-Touch,Laptop,AUS,1332309.3
CPU 20,RAM 3,S 54,GPU 19,15,UHD,Non-Touch,Laptop,BRA,5354759.1027
CPU 12,RAM 15,S 56,GPU 32,DT,DT,DT,Desktop,IND,2148753.096
CPU 6,RAM 15,S 23,GPU 28,21,FHD,Non-Touch,Desktop,FRA,1719926.698
CPU 22,RAM 1,S 16,GPU 18,DT,DT,DT,Desktop,AUS,6668933.985
CPU 20,RAM 3,S 70,GPU 28,14,FHD,Touch,Laptop,CHN,5905872
CPU 12,RAM 15,S 4,GPU 8,DT,DT,DT,Laptop,FRA,1873655
CPU 20,RAM 7,S 4,GPU 14,17,UHD,Non-Touch,Laptop,FRA,4342376.5
CPU 1,RAM 7,S 39,GPU 28,15,FHD,Non-Touch,Laptop,CHN,12431966.4
CPU 25,RAM 15,S 54,GPU 28,13,FHD,Touch,Laptop,FRA,2695209.3
CPU 20,RAM 8,S 55,GPU 5,DT,DT,DT,Desktop,FRA,3403990.8
CPU 35,RAM 15,S 54,GPU 32,15,FHD,Non-Touch,Laptop,IND,1936512.396
CPU 5,RAM 13,S 23,GPU 28,15,FHD,Non-Touch,Laptop,GER,1872985.8
